Timestamp (ms),X (m/s^2),Y (m/s^2),Z (m/s^2)
2756882,0.20,0.00,-9.57
2756894,0.20,0.04,-9.53
2756906,0.24,0.00,-9.53
2756918,0.20,0.04,-9.49
2756930,0.20,0.00,-9.57
2756942,0.16,0.04,-9.49
2756954,0.16,0.04,-9.53
2756966,0.20,0.00,-9.57
2756978,0.24,0.00,-9.57
2756990,0.20,0.04,-9.53
2757002,0.20,0.04,-9.53
2757014,0.20,0.04,-9.49
2757026,0.27,0.00,-9.53
2757038,0.20,0.00,-9.49
2757050,0.24,0.00,-9.53
2757062,0.16,0.00,-9.57
2757074,0.24,0.00,-9.57
2757086,0.24,0.00,-9.53
2757098,0.20,0.00,-9.53
2757110,0.16,0.00,-9.57
2757122,0.16,0.04,-9.53
2757134,0.16,0.04,-9.53
2757146,0.16,0.04,-9.53
