Timestamp (ms),X (m/s^2),Y (m/s^2),Z (m/s^2)
1980626,0.24,0.04,-9.53
1980638,0.24,0.00,-9.61
1980650,0.24,0.00,-9.61
1980662,0.24,0.04,-9.57
1980674,0.20,0.00,-9.61
1980686,0.24,0.00,-9.53
1980698,0.20,0.00,-9.57
1980710,0.24,0.00,-9.53
1980722,0.20,0.04,-9.53
1980734,0.20,0.00,-9.57
1980746,0.20,0.00,-9.53
1980758,0.20,0.04,-9.53
1980770,0.20,0.04,-9.57
1980782,0.20,0.00,-9.49
1980794,0.20,0.04,-9.57
1980806,0.20,0.00,-9.53
1980818,0.20,0.00,-9.53
1980830,0.24,0.00,-9.53
1980842,0.20,0.00,-9.53
1980854,0.20,0.00,-9.57
1980866,0.16,0.00,-9.57
1980878,0.24,0.00,-9.53
1980890,0.20,0.00,-9.57
1980902,0.20,0.00,-9.65
1980914,0.16,0.00,-9.10
1980926,0.27,-0.12,-10.98
1980938,0.20,0.16,-8.51
1980950,0.16,-0.27,-10.36
1980962,0.24,0.39,-9.06
1980974,0.20,0.31,-9.41
1980986,0.20,-0.24,-9.45
1980998,0.16,0.12,-9.69
1981010,0.20,0.04,-9.45
1981022,0.20,-0.04,-9.65
1981034,0.16,-0.04,-9.77
1981046,0.20,0.04,-9.41
1981058,0.16,-0.04,-9.69
1981070,0.20,0.04,-9.49
1981082,0.24,-0.08,-9.57
1981094,0.20,-0.04,-9.53
1981106,0.16,0.04,-9.57
1981118,0.24,0.00,-9.57
1981130,0.16,0.04,-9.49
1981142,0.20,-0.04,-9.53
1981154,0.24,0.00,-9.49
1981166,0.20,0.00,-9.61
1981178,0.20,0.00,-9.53
1981190,0.20,0.00,-9.53
1981202,0.27,0.00,-9.49
1981214,0.20,0.00,-9.45
1981226,0.20,0.00,-9.53
1981238,0.20,0.00,-9.53
1981250,0.20,0.00,-9.53
1981262,0.16,0.00,-9.57
1981274,0.20,0.04,-9.49
1981286,0.20,0.00,-9.53
1981298,0.16,0.04,-9.53
1981310,0.20,0.00,-9.53
1981322,0.20,0.04,-9.49
1981334,0.20,0.04,-9.49
1981346,0.24,0.00,-9.61
1981358,0.16,0.00,-9.57
1981370,0.16,0.04,-9.53
1981382,0.20,0.00,-9.53
1981394,0.24,0.00,-9.53
1981406,0.20,0.00,-9.53
1981418,0.16,0.00,-9.53
1981430,0.16,0.00,-9.53
1981442,0.16,-0.04,-9.53
1981454,0.20,0.00,-9.57
1981466,0.16,0.04,-9.57
1981478,0.20,0.00,-9.57
1981490,0.20,0.00,-9.57
1981502,0.24,0.00,-9.53
1981514,0.20,0.04,-9.53
1981526,0.24,0.00,-9.53
1981538,0.20,0.00,-9.57
1981550,0.16,0.00,-9.57
1981562,0.16,0.04,-9.53
1981574,0.24,0.00,-9.53
1981586,0.24,0.00,-11.49
1981598,0.12,-0.20,-8.47
1981610,0.12,-0.24,-11.02
1981622,0.20,0.47,-8.63
1981634,0.27,-0.55,-10.40
1981646,0.20,-0.39,-9.77
1981658,0.12,0.24,-9.41
1981670,0.27,-0.12,-9.61
1981682,0.08,0.04,-9.57
1981694,0.20,0.04,-9.30
1981706,0.24,0.00,-9.45
1981718,0.16,0.00,-9.69
1981730,0.24,0.04,-9.45
1981742,0.20,-0.04,-9.53
1981754,0.16,0.04,-9.45
1981766,0.20,-0.04,-9.53
1981778,0.20,0.00,-9.53
1981790,0.16,0.00,-9.49
1981802,0.24,0.04,-9.57
1981814,0.20,0.00,-9.53
1981826,0.20,0.04,-9.49
1981838,0.24,0.04,-9.53
1981850,0.20,0.00,-9.53
1981862,0.16,0.00,-9.53
1981874,0.16,0.00,-9.53
1981886,0.20,0.04,-9.61
1981898,0.24,0.00,-9.49
1981910,0.20,-0.04,-9.53
1981922,0.20,0.00,-9.49
1981934,0.20,0.00,-9.53
1981946,0.24,0.00,-9.49
1981958,0.24,0.00,-9.53
1981970,0.24,0.00,-9.45
1981982,0.16,0.04,-9.53
1981994,0.24,0.00,-9.57
1982006,0.12,0.04,-9.53
1982018,0.20,0.00,-9.53
1982030,0.20,0.04,-9.57
1982042,0.20,0.00,-9.57
1982054,0.20,0.00,-9.61
1982066,0.20,0.00,-9.57
1982078,0.20,0.04,-9.53
1982090,0.20,0.04,-9.53
1982102,0.16,0.04,-9.57
1982114,0.20,0.00,-9.53
1982126,0.24,-0.04,-9.57
1982138,0.24,0.00,-9.53
1982150,0.16,0.04,-9.53
1982162,0.24,0.00,-9.57
1982174,0.20,0.00,-9.61
1982186,0.16,0.04,-9.53
1982198,0.24,0.00,-9.49
1982210,0.20,0.04,-9.53
1982222,0.20,0.00,-9.61
1982234,0.04,0.43,-6.55
1982246,0.16,0.00,-10.75
1982258,0.31,0.90,-10.24
1982270,0.27,0.86,-8.51
1982282,0.16,-0.63,-9.45
1982294,0.16,0.35,-9.65
1982306,0.27,0.04,-9.30
1982318,0.12,-0.20,-9.18
1982330,0.31,-0.20,-9.96
1982342,0.04,0.12,-9.02
1982354,0.31,-0.08,-9.85
1982366,0.20,0.04,-9.49
1982378,0.12,0.00,-9.65
1982390,0.20,-0.04,-9.53
1982402,0.20,0.12,-9.53
1982414,0.16,-0.08,-9.49
1982426,0.24,0.08,-9.57
1982438,0.24,-0.04,-9.57
1982450,0.20,0.00,-9.45
1982462,0.24,0.00,-9.65
1982474,0.16,0.00,-9.57
1982486,0.20,0.00,-9.53
1982498,0.20,0.04,-9.53
1982510,0.20,0.04,-9.49
1982522,0.16,0.00,-9.49
1982534,0.20,0.00,-9.53
1982546,0.20,0.00,-9.53
1982558,0.20,0.04,-9.49
1982570,0.16,0.00,-9.53
1982582,0.20,0.00,-9.61
1982594,0.24,0.00,-9.57
1982606,0.16,0.00,-9.61
1982618,0.20,0.04,-9.53
1982630,0.20,0.04,-9.53
1982642,0.24,0.00,-9.57
1982654,0.20,0.04,-9.53
1982666,0.16,0.00,-9.53
1982678,0.16,0.00,-9.57
1982690,0.20,0.00,-9.53
1982702,0.20,0.00,-9.53
1982714,0.20,0.00,-9.57
1982726,0.20,0.04,-9.53
1982738,0.24,0.00,-9.53
1982750,0.24,0.04,-9.49
1982762,0.20,0.00,-9.57
1982774,0.20,0.04,-9.57
1982786,0.20,0.04,-9.53
1982798,0.20,0.00,-9.57
1982810,0.24,0.04,-9.53
1982822,0.20,0.00,-9.53
1982834,0.20,0.00,-9.53
1982846,0.16,0.04,-9.53
1982858,0.16,0.00,-9.53
1982870,0.20,0.04,-9.49
1982882,0.20,0.04,-9.53
1982894,0.24,0.04,-9.53
1982906,0.20,0.00,-9.57
1982918,0.24,0.04,-9.53
1982930,0.24,0.00,-9.53
1982942,0.20,0.00,-9.49
1982954,0.04,0.20,-7.41
1982966,0.16,-0.16,-10.87
1982978,0.16,0.39,-7.53
1982990,0.12,-0.39,-10.12
1983002,0.24,-0.55,-9.85
1983014,0.20,0.35,-9.26
1983026,0.24,-0.24,-9.61
1983038,0.12,0.08,-9.57
1983050,0.24,-0.04,-9.38
1983062,0.12,0.04,-9.22
1983074,0.31,0.00,-9.85
1983086,0.20,0.00,-9.45
1983098,0.16,0.00,-9.69
1983110,0.20,0.04,-9.45
1983122,0.20,0.04,-9.49
1983134,0.20,-0.04,-9.61
