Timestamp (ms),X (m/s^2),Y (m/s^2),Z (m/s^2)
921206,0.16,0.00,-9.53
921218,0.16,-0.04,-9.53
921230,0.20,-0.04,-9.45
921242,0.16,0.00,-9.53
921254,0.20,0.00,-9.53
921266,0.20,0.00,-9.53
921278,0.20,0.00,-9.57
921290,0.20,0.00,-9.53
921302,0.20,0.00,-9.57
921314,0.24,0.00,-9.57
921326,0.24,0.00,-9.53
921338,0.20,0.00,-9.61
921350,0.24,-0.04,-9.61
921362,0.20,0.00,-9.53
921374,0.20,0.00,-9.49
921386,0.20,0.00,-9.53
921398,0.20,0.00,-9.53
921410,0.20,-0.04,-9.53
921422,0.16,0.00,-9.53
921434,0.20,0.00,-9.57
921446,0.16,0.00,-9.53
921458,0.20,0.00,-9.57
921470,0.20,0.00,-9.57
921482,0.16,0.00,-9.53
921494,0.20,0.04,-9.57
921506,0.20,0.00,-9.57
921518,0.20,0.00,-9.53
921530,0.24,0.00,-9.53
921542,0.16,0.00,-9.45
921554,0.20,0.00,-9.53
921566,0.24,0.00,-9.53
921578,0.20,0.00,-9.57
921590,0.20,0.04,-9.61
921602,0.20,0.00,-9.53
921614,0.20,0.04,-9.57
921626,0.24,0.00,-9.53
921638,0.20,0.00,-9.57
921650,0.16,0.00,-9.53
921662,0.16,0.00,-9.57
921674,0.20,0.00,-9.53
921686,0.20,0.00,-9.53
921698,0.24,-0.04,-9.53
921710,0.20,0.00,-9.57
921722,0.16,0.00,-9.57
921734,0.20,0.00,-9.49
921746,0.16,-0.04,-9.53
921758,0.20,-0.04,-9.49
921770,0.20,-0.04,-9.49
921782,0.20,0.00,-9.57
921794,0.20,0.00,-9.57
921806,0.24,0.00,-9.53
921818,0.16,0.12,-9.10
921830,0.16,0.00,-9.57
921842,0.20,0.04,-9.02
921854,0.20,0.00,-9.61
921866,0.20,0.04,-9.30
921878,0.27,0.00,-9.45
921890,0.20,0.00,-9.57
921902,0.16,0.04,-9.53
921914,0.16,-0.04,-9.53
921926,0.16,0.04,-9.49
921938,0.20,0.04,-9.61
921950,0.24,-0.04,-9.53
921962,0.16,0.00,-9.61
921974,0.24,-0.04,-9.53
921986,0.20,0.00,-9.57
921998,0.20,0.00,-9.57
922010,0.20,0.00,-9.57
922022,0.20,0.00,-9.53
922034,0.16,0.00,-9.49
922046,0.20,0.00,-9.53
922058,0.24,0.00,-9.49
922070,0.16,0.00,-9.53
922082,0.16,0.00,-9.57
922094,0.20,0.00,-9.53
922106,0.20,0.00,-9.49
922118,0.16,0.00,-9.53
922130,0.24,0.00,-9.57
922142,0.20,0.00,-9.49
922154,0.24,0.00,-9.53
922166,0.16,0.00,-9.49
922178,0.20,-0.04,-9.49
922190,0.16,0.00,-9.53
922202,0.16,0.00,-9.53
922214,0.20,-0.04,-9.53
922226,0.24,0.00,-9.57
922238,0.20,0.04,-9.57
922250,0.16,0.00,-9.53
922262,0.20,0.00,-9.57
922274,0.16,0.00,-9.53
922286,0.16,0.00,-9.53
922298,0.24,0.00,-9.57
922310,0.16,0.00,-9.57
922322,0.20,0.00,-9.53
922334,0.16,0.00,-9.57
922346,0.20,0.00,-9.49
922358,0.20,0.00,-9.53
922370,0.20,0.00,-9.57
922382,0.20,0.00,-9.53
922394,0.16,0.00,-9.57
922406,0.20,0.00,-9.53
922418,0.20,0.00,-9.53
922430,0.16,0.00,-9.45
922442,0.20,-0.04,-9.53
922454,0.20,0.00,-9.53
922466,0.16,0.00,-9.57
922478,0.20,0.00,-9.57
922490,0.16,0.00,-9.57
922502,0.24,0.00,-9.53
922514,0.20,0.00,-9.57
922526,0.24,0.00,-9.57
922538,0.16,0.00,-9.53
922550,0.20,0.00,-9.53
922562,0.24,0.00,-9.49
922574,0.20,0.00,-9.53
922586,0.20,0.00,-9.53
922598,0.20,0.00,-9.57
922610,0.20,0.00,-9.53
922622,0.20,0.00,-9.53
922634,0.24,0.00,-9.57
922646,0.20,0.00,-9.53
922658,0.20,0.00,-9.57
922670,0.20,0.00,-9.53
922682,0.20,0.00,-9.49
922694,0.16,0.00,-9.53
922706,0.20,0.00,-9.53
922718,0.20,0.00,-9.57
922730,0.20,0.00,-9.61
922742,0.12,0.08,-9.14
922754,0.20,-0.04,-9.65
922766,0.16,0.04,-9.18
922778,0.12,0.00,-9.73
922790,0.16,0.04,-9.34
922802,0.16,0.00,-9.45
922814,0.24,-0.04,-9.57
922826,0.12,0.04,-9.49
922838,0.24,0.00,-9.53
922850,0.20,0.04,-9.57
922862,0.20,0.04,-9.65
922874,0.24,-0.04,-9.53
922886,0.16,0.00,-9.61
922898,0.20,0.00,-9.57
922910,0.20,0.00,-9.57
922922,0.24,0.00,-9.53
922934,0.20,0.00,-9.57
922946,0.20,0.00,-9.57
922958,0.24,0.00,-9.57
922970,0.20,0.00,-9.57
922982,0.16,0.00,-9.53
922994,0.16,0.00,-9.61
923006,0.20,-0.04,-9.53
923018,0.20,0.00,-9.57
923030,0.20,0.00,-9.57
923042,0.20,0.00,-9.49
923054,0.16,0.00,-9.49
923066,0.16,0.00,-9.53
923078,0.20,0.00,-9.53
923090,0.20,0.00,-9.49
923102,0.16,0.00,-9.49
923114,0.16,-0.04,-9.57
923126,0.16,0.00,-9.57
923138,0.20,0.00,-9.57
923150,0.16,0.00,-9.49
923162,0.24,0.00,-9.53
923174,0.16,0.00,-9.53
923186,0.20,0.00,-9.57
923198,0.20,0.00,-9.57
923210,0.16,0.00,-9.57
923222,0.20,0.04,-9.53
923234,0.24,0.00,-9.53
923246,0.20,0.00,-9.57
923258,0.20,0.00,-9.53
923270,0.16,0.00,-9.57
923282,0.20,-0.04,-9.57
923294,0.24,-0.04,-9.53
923306,0.20,0.00,-9.53
923318,0.16,0.00,-9.57
923330,0.20,-0.04,-9.57
923342,0.20,0.00,-9.49
923354,0.24,0.00,-9.53
923366,0.16,0.00,-9.53
923378,0.20,-0.04,-9.57
923390,0.20,0.00,-9.61
923402,0.20,0.00,-9.49
923414,0.16,-0.04,-9.57
923426,0.16,0.00,-9.53
923438,0.20,-0.04,-9.57
923450,0.20,-0.04,-9.49
923462,0.24,0.00,-9.53
923474,0.20,0.00,-9.53
923486,0.20,0.00,-9.49
923498,0.16,0.04,-9.57
923510,0.20,0.00,-9.57
923522,0.24,0.04,-9.53
923534,0.20,0.04,-9.49
923546,0.24,0.00,-9.57
923558,0.16,0.00,-9.53
923570,0.16,0.00,-9.53
923582,0.20,0.00,-9.57
923594,0.20,0.04,-9.49
923606,0.16,0.00,-9.57
923618,0.20,0.00,-9.53
923630,0.20,0.00,-9.57
923642,0.20,0.00,-9.53
923654,0.20,0.00,-9.49
923666,0.16,-0.04,-9.53
923678,0.20,-0.04,-9.53
923690,0.12,0.08,-8.83
923702,0.16,0.00,-9.53
923714,0.16,0.00,-9.06
923726,0.16,0.04,-9.26
923738,0.16,0.00,-9.61
923750,0.16,0.00,-9.41
923762,0.24,0.00,-9.61
923774,0.20,0.00,-9.45
923786,0.16,0.00,-9.49
923798,0.20,-0.08,-9.57
923810,0.20,0.00,-9.57
923822,0.20,0.00,-9.53
923834,0.24,0.00,-9.61
923846,0.16,0.00,-9.53
923858,0.20,0.00,-9.53
923870,0.20,0.00,-9.57
923882,0.24,0.00,-9.57
923894,0.24,0.00,-9.45
923906,0.20,0.00,-9.53
923918,0.20,0.00,-9.61
923930,0.20,0.00,-9.53
923942,0.24,0.00,-9.53
923954,0.20,0.00,-9.49
923966,0.20,0.04,-9.61
923978,0.20,0.00,-9.57
923990,0.20,0.04,-9.53
924002,0.20,0.00,-9.53
924014,0.20,0.00,-9.57
924026,0.24,0.00,-9.57
924038,0.20,0.00,-9.57
924050,0.20,0.00,-9.53
924062,0.16,0.00,-9.53
924074,0.20,0.00,-9.53
924086,0.24,-0.08,-9.53
924098,0.16,0.00,-9.61
924110,0.24,0.00,-9.57
924122,0.16,-0.04,-9.57
924134,0.16,0.00,-9.53
924146,0.20,-0.04,-9.53
924158,0.16,0.00,-9.53
924170,0.24,0.00,-9.57
924182,0.20,0.00,-9.57
924194,0.20,0.00,-9.57
924206,0.20,0.00,-9.57
924218,0.24,0.04,-9.53
924230,0.20,-0.04,-9.57
924242,0.16,0.00,-9.57
924254,0.20,0.00,-9.49
924266,0.24,-0.04,-9.53
924278,0.20,0.00,-9.53
924290,0.20,0.00,-9.57
924302,0.20,0.00,-9.57
924314,0.20,0.00,-9.53
924326,0.20,0.04,-9.53
924338,0.16,0.00,-9.57
924350,0.16,0.00,-9.53
924362,0.16,0.00,-9.49
924374,0.20,0.00,-9.57
924386,0.20,0.00,-9.53
924398,0.20,0.00,-9.53
924410,0.12,0.00,-9.53
924422,0.24,0.00,-9.53
924434,0.24,-0.04,-9.53
924446,0.20,0.00,-9.57
924458,0.20,0.00,-9.53
924470,0.16,0.00,-9.53
924482,0.16,0.00,-9.53
924494,0.20,-0.04,-9.57
924506,0.20,0.00,-9.57
924518,0.16,0.04,-9.49
924530,0.16,0.00,-9.53
924542,0.20,0.00,-9.49
924554,0.24,0.00,-9.49
924566,0.24,0.00,-9.57
924578,0.24,0.00,-9.53
924590,0.20,0.00,-9.57
924602,0.20,0.00,-9.53
924614,0.16,0.00,-9.57
924626,0.24,0.00,-9.57
924638,0.20,0.00,-9.49
924650,0.20,0.00,-9.57
924662,0.12,0.00,-9.53
924674,0.20,0.00,-9.57
924686,0.20,0.00,-9.49
924698,0.20,0.00,-9.53
924710,0.16,0.04,-9.10
924722,0.16,-0.04,-9.49
924734,0.16,0.00,-9.06
924746,0.16,-0.04,-9.65
924758,0.20,0.00,-9.34
924770,0.16,0.00,-9.45
924782,0.20,-0.04,-9.57
924794,0.16,0.00,-9.57
924806,0.20,-0.04,-9.53
924818,0.20,-0.04,-9.45
924830,0.20,0.04,-9.65
924842,0.27,0.00,-9.53
924854,0.16,0.04,-9.57
924866,0.16,0.00,-9.57
924878,0.16,0.00,-9.57
924890,0.20,0.00,-9.53
924902,0.24,-0.04,-9.61
924914,0.24,0.00,-9.57
924926,0.20,0.00,-9.49
924938,0.20,0.00,-9.53
924950,0.20,0.00,-9.53
924962,0.27,0.00,-9.49
924974,0.24,0.00,-9.49
924986,0.20,0.00,-9.53
924998,0.16,0.00,-9.57
925010,0.20,0.00,-9.53
925022,0.20,0.00,-9.57
925034,0.24,-0.04,-9.49
925046,0.20,0.00,-9.49
925058,0.20,0.00,-9.53
925070,0.24,0.00,-9.53
925082,0.16,0.00,-9.57
925094,0.24,0.00,-9.49
925106,0.24,0.00,-9.57
925118,0.16,0.00,-9.57
925130,0.20,0.00,-9.57
925142,0.20,0.00,-9.57
925154,0.24,0.00,-9.57
925166,0.20,0.00,-9.61
925178,0.24,0.00,-9.53
925190,0.20,0.04,-9.57
925202,0.24,0.00,-9.53
925214,0.20,0.00,-9.53
925226,0.20,0.00,-9.53
925238,0.16,0.00,-9.53
925250,0.20,0.00,-9.53
925262,0.20,0.00,-9.53
925274,0.20,-0.04,-9.53
925286,0.24,0.00,-9.57
925298,0.20,0.00,-9.53
925310,0.16,0.04,-9.53
925322,0.12,0.00,-9.53
925334,0.16,0.00,-9.57
925346,0.24,0.00,-9.53
925358,0.20,0.00,-9.57
925370,0.24,0.00,-9.53
