Timestamp (ms), X (m/s^2), Y (m/s^2), Z (m/s^2)
185182, 0.90, -0.39, -9.45
185194, 0.90, -0.35, -9.45
185206, 0.94, -0.43, -9.49
185218, 0.90, -0.35, -9.41
185230, 0.86, -0.39, -9.38
185242, 0.90, -0.43, -9.45
185254, 0.90, -0.35, -9.45
185266, 0.90, -0.35, -9.45
185278, 0.90, -0.35, -9.45
185290, 0.90, -0.39, -9.53
185302, 0.90, -0.39, -9.41
185314, 0.90, -0.39, -9.49
185326, 0.90, -0.39, -9.49
185338, 0.90, -0.35, -9.49
185350, 0.94, -0.39, -9.41
185362, 0.90, -0.39, -9.41
185374, 0.86, -0.35, -9.45
185386, 0.82, -0.39, -9.45
185398, 0.90, -0.35, -9.45
185410, 0.90, -0.39, -9.41
185422, 0.90, -0.39, -9.45
185434, 0.90, -0.35, -9.41
185446, 0.90, -0.35, -9.41
185458, 0.94, -0.39, -9.38
185470, 0.98, -0.31, -9.45
185482, 0.86, -0.39, -9.45
185494, 0.94, -0.35, -9.49
185506, 0.90, -0.31, -9.45
185518, 0.86, -0.35, -9.41
185530, 0.90, -0.39, -9.45
185542, 0.86, -0.35, -9.45
185554, 0.94, -0.35, -9.45
185566, 0.90, -0.35, -9.38
185578, 0.90, -0.35, -9.41
185590, 0.90, -0.35, -9.45
185602, 0.90, -0.39, -9.45
185614, 0.90, -0.35, -9.49
185626, 0.94, -0.39, -9.45
185638, 0.90, -0.35, -9.45
185650, 0.90, -0.35, -9.41
185662, 0.90, -0.43, -9.53
185674, 0.90, -0.35, -9.45
185686, 0.90, -0.39, -9.45
185698, 0.98, -0.39, -9.41
185710, 0.94, -0.35, -9.45
185722, 0.90, -0.39, -9.45
185734, 0.90, -0.35, -9.41
185746, 0.90, -0.31, -9.45
